Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Marrasteakhouse,RESTAURANT,Comida Brasileira,5.74,3.7,23,false,false,false,false,29, 44.053.813/0001-15,VOLTA REDONDA,981048991,27210330,Santo Agostinho,Avenida Alfredo Moreira,513,-22.489675,-44.069806,10:45:00 - 14:15:00,10:45:00 - 14:15:00,10:45:00 - 14:15:00,10:45:00 - 14:15:00,10:45:00 - 14:15:00,10:45:00 - 14:45:00,10:45:00 - 14:45:00
Netim Lanches E Pizzas,RESTAURANT,Pizza,3.52,4.1,15,false,false,false,false,25, 24.865.864/0001-34,Volta Redonda,998485500,27273450,Belmonte,Rua Prudente De Morais,60,-22.527995,-44.139222,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,17:30:00 - 23:59:00,17:30:00 - 23:59:00
Barth Sucre,RESTAURANT,Doces & Bolos,5.48,5,6,true,false,false,true,10, 36.769.851/0001-40,VOLTA REDONDA,40032665,27211600,Volta Grande,Avenida Mil E Cinqüenta,28,-22.485071,-44.073583,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Lanches E Porcões Mr Buffalo,RESTAURANT,Hambúrguer,3.84,4.5,11,false,false,false,false,10, 41.341.899/0001-93,VOLTA REDONDA,999923235,27253320,São João,Rua Monteiro Lobato,75,-22.51718,-44.092669,,17:30:00 - 23:45:00,17:30:00 - 23:45:00,17:30:00 - 23:45:00,17:30:00 - 23:45:00,17:30:00 - 23:45:00,17:30:00 - 23:45:00
New Burguer Vr,RESTAURANT,Lanches,1.39,4.9,10,false,false,false,false,0, 43.525.028/0001-55,VOLTA REDONDA,981119646,27279730,Belo Horizonte,Rua Ana Maurício Alves,44,-22.492237,-44.113334,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:15:00 - 23:45:00,19:00:00 - 23:30:00
Parada Da Pizza E Burguer,RESTAURANT,Pizza,4.97,3.7,23,false,false,false,false,0, 37.103.917/0001-21,VOLTA REDONDA,998372733,27253510,São Geraldo,Rua Capitão Benedito Lopes Bragança,0,-22.520425,-44.082039,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00
Chega Mais,RESTAURANT,Lanches,1.16,4.4,6,false,true,false,false,20, 22.577.082/0001-74,VOLTA REDONDA,999549819,27276360,Açude,Rua Senhor Miguel De Oliveira,413,-22.497002,-44.135583,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Malvi's Lanches,RESTAURANT,Lanches,2.74,0,0,false,false,false,false,10, 29.712.567/0001-72,VOLTA REDONDA,40030053,27264420,Sao Lucas,R Carlos Chagas,299,-22.522491,-44.115419,18:30:00 - 23:45:00,18:30:00 - 23:45:00,19:00:00 - 23:30:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00
Film's Burger,RESTAURANT,Lanches,2.11,4.5,19,true,false,false,true,10, 32.980.359/0001-69,VOLTA REDONDA,40030053,27281060,Vila Mury,Avenida Amazonas,277,-22.500066,-44.104118,18:15:00 - 23:15:00,18:15:00 - 23:15:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Mixturama,RESTAURANT,Cozinha Rápida,2.75,5,6,false,false,false,false,35, 32.196.915/0001-00,VOLTA REDONDA,999303702,27283775,Niterói,Avenida Almirante Adalberto De Barros Nunes,868,-22.499867,-44.097896,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,11:00:00 - 23:30:00
Esganados Burgue,RESTAURANT,Lanches,3.4,4.9,7,false,true,false,false,20, 45.236.931/0001-21,VOLTA REDONDA,999211451,27285411,Voldac,Avenida Nossa Senhora Do Amparo,865,-22.492023,-44.092435,,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Rejane Confeitaria Artistica,RESTAURANT,Doces & Bolos,2.8,4.7,31,true,false,false,true,10, 42.342.398/0001-94,VOLTA REDONDA,40032665,27273520,Siderlândia,Rua Cantagalo,134,-22.521541,-44.137343,12:00:00 - 23:00:00,13:30:00 - 23:00:00,11:00:00 - 23:00:00,11:30:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 15:00:00,12:00:00 - 23:00:00
Playburguervr,RESTAURANT,Lanches,2.11,4.5,8,false,true,false,false,0, 37.103.620/0001-66,VOLTA REDONDA,998481564,27273490,Padre Josimo,Viela D,130,-22.511782,-44.140014,19:00:00 - 22:45:00,19:00:00 - 23:00:00,19:00:00 - 22:45:00,19:00:00 - 23:00:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
So Lanche,RESTAURANT,Lanches,8.29,4.5,17,false,false,false,false,10, 26.014.301/0001-68,BARRA MANSA,993345255,27350290,Loteamento São Vicente,Rua São Luís,84,-22.542176,-44.190556,18:00:00 - 23:00:00,18:30:00 - 23:00:00,11:00:00 - 15:30:00,11:00:00 - 15:30:00,11:00:00 - 15:30:00,18:30:00 - 23:00:00,11:00:00 - 15:30:00
Comida Boa,RESTAURANT,Comida Brasileira,1.77,5,2,false,true,false,false,10, 42.650.948/0001-32,VOLTA REDONDA,33412791,27274050,Belmonte,Rua José Navega Creton,41,-22.513506,-44.132404,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Receitas De Vó Batataria,RESTAURANT,Lanches,6.29,4.3,15,true,false,false,true,10, 37.078.753/0001-20,BARRA MANSA,992698143,27323430,Ano Bom,Rua Edgar Cardoso Guimarães Cotia,55,-22.544448,-44.161642,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,21:30:00 - 23:00:00
Bar Torresmaria Nóis Mêz Quifaiz,RESTAURANT,Mineira,2.11,5,1,false,true,false,false,40, 35.515.632/0001-72,VOLTA REDONDA,992417270,27281060,Vila Mury,Avenida Amazonas,391,-22.500005,-44.104112,,18:30:00 - 22:45:00,18:30:00 - 22:45:00,18:30:00 - 22:45:00,17:30:00 - 22:45:00,17:30:00 - 22:45:00,
Lanches Da Katy,RESTAURANT,Hambúrguer,6.31,3.9,32,true,false,false,true,10, 45.218.189/0001-21,BARRA MANSA,992834631,27321580,ÁGua Comprida,Rua Osório Gomes De Brito,747,-22.520426,-44.181575,11:00:00 - 23:00:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Bobber Burger,RESTAURANT,Hambúrguer,3.69,0,0,false,true,false,false,15, 22.308.303/0001-09,VOLTA REDONDA,33427694,27253360,Centro,Rua São João,107,-22.513708,-44.092308,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Rogério Lanches,RESTAURANT,Lanches,0.42,5,1,true,true,false,true,10, 37.213.474/0001-21,VOLTA REDONDA,999349376,27275040,Retiro,Avenida Antônio De Almeida,928,-22.500189,-44.120632,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,
Nacao Carioca Pub,RESTAURANT,Comida Brasileira,7.15,3.8,8,false,false,false,false,10, 45.060.532/0001-52,BARRA MANSA,999925197,27321020,Vila Nova,Rua José Melchíades,2422,-22.522066,-44.189628,15:30:00 - 17:00:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,17:30:00 - 23:30:00
Na Boca Do Povo Hamburgueria,RESTAURANT,Lanches,4.5,4.9,8,false,false,false,false,10, 41.117.372/0001-80,VOLTA REDONDA,998246407,27211554,Santo Agostinho,Rua Dois-c,205,-22.485963,-44.083226,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:15:00 - 23:59:00,18:15:00 - 23:59:00
Candy House Tt,RESTAURANT,Doces & Bolos,6.75,0,0,true,true,false,true,10, 46.558.552/0001-10,BARRA MANSA,40032665,27321440,Vila Coringa,Rua Biajone,501,-22.53321,-44.179076,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Camisa 10 Hotdog,RESTAURANT,Lanches,1.93,4.8,7,true,true,false,true,10, 45.856.412/0001-66,VOLTA REDONDA,40032665,27281320,Bom Jesus,Rua Cabo Verde,54,-22.49681,-44.106,,18:30:00 - 23:45:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,
Milkshake E Companhia 3,RESTAURANT,Sorvetes,3.21,3.8,4,false,false,false,false,15, 15.833.006/0001-17,VOLTA REDONDA,33438386,27267150,Duzentos E Quarenta E Nove,Avenida Manchester,1051,-22.527243,-44.132694,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,13:30:00 - 23:00:00
Meraki Lanches E Porções,RESTAURANT,Lanches,1.51,5,2,false,true,false,false,20, 45.378.375/0001-28,VOLTA REDONDA,998414895,27278020,Vale Verde,Rua Seringueira,42,-22.487174,-44.1178,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,,
Santerê Hamburgueria,RESTAURANT,Lanches,3.56,4,4,false,true,false,false,25, 44.849.505/0001-09,VOLTA REDONDA,998216309,27283200,Niterói,Rua Santa Terezinha,410,-22.498304,-44.09002,,17:45:00 - 23:30:00,17:45:00 - 23:15:00,17:45:00 - 23:15:00,17:45:00 - 23:15:00,17:45:00 - 23:15:00,17:45:00 - 23:15:00
Mister Salgados,RESTAURANT,Salgados,1.31,4.3,12,false,false,false,false,24, 41.496.728/0001-33,VOLTA REDONDA,998259021,27276290,Açude,Rua Milton Carlos De Souza E Silva,151,-22.494096,-44.136078,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00
Eletronic Burguer,RESTAURANT,Hambúrguer,3.56,5,18,false,false,false,false,20, 41.718.702/0003-54,VOLTA REDONDA,30261891,27215562,Aterrado,Rua Segundo-sargento Jaime Pantaleão De Morais,122,-22.504336,-44.090424,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,00:00:00 - 00:15:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Tsuru Executivo,RESTAURANT,Comida Japonesa,2.47,5,6,false,true,false,false,0, 45.880.623/0001-34,VOLTA REDONDA,981451247,27273410,Siderlândia,Rua Itaguaí,250,-22.518378,-44.136871,18:15:00 - 23:59:00,18:30:00 - 23:59:00,,18:15:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00
Restaurante Espaço Gospel,RESTAURANT,Comida Brasileira,3.25,5,4,false,false,false,false,11, 21.379.608/0001-49,VOLTA REDONDA,999527800,27255015,Laranjal,Rua Da Assembléia De Deus,199,-22.514043,-44.097255,11:00:00 - 14:30:00,11:00:00 - 23:00:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 15:00:00,11:00:00 - 14:30:00,11:00:00 - 13:00:00
Larika Express,RESTAURANT,Conveniência,0.24,5,2,false,true,false,false,15, 18.293.082/0001-75,VOLTA REDONDA,974044037,27275570,Retiro,Av Jaragua,907,-22.500888,-44.123061,18:00:00 - 23:30:00,18:00:00 - 23:59:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,
Dois Irmaos Pizzaria,RESTAURANT,Pizza,1.48,5,5,false,true,false,false,35, 40.384.816/0001-80,VOLTA REDONDA,999296758,27279095,Vale Verde,Rua Chico Mendes,57,-22.488112,-44.116573,,18:00:00 - 23:00:00,16:00:00 - 22:30:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,
Ni'cakes - Doces E Tortas No Pote,RESTAURANT,Doces & Bolos,3.65,4.5,2,true,false,false,true,10, 41.205.825/0001-20,VOLTA REDONDA,40032665,27267500,Ponte Alta,Rua Bucareste,443,-22.530891,-44.134607,19:15:00 - 23:15:00,19:15:00 - 23:15:00,19:15:00 - 23:15:00,10:00:00 - 23:15:00,19:15:00 - 23:15:00,14:15:00 - 23:15:00,10:00:00 - 23:15:00
Splash Lanches,RESTAURANT,Lanches,4.89,5,1,false,true,false,false,15, 15.451.595/0001-79,VOLTA REDONDA,992525222,27288040,Santa Cruz,Rua Sebastião Aristides Dos Santos,43,-22.465379,-44.09412,18:00:00 - 23:59:00,18:00:00 - 23:59:00,,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Msalgados Bar E Lanchonete,RESTAURANT,Lanches,7.3,5,1,false,false,false,false,25, 28.459.491/0001-52,BARRA MANSA,999558774,27338050,São Luís,Rua José Modesto Mário,35,-22.55893,-44.15466,18:00:00 - 23:45:00,18:00:00 - 23:59:00,,18:30:00 - 23:45:00,18:45:00 - 23:59:00,18:30:00 - 23:45:00,18:00:00 - 23:45:00
Bendito Brownie,RESTAURANT,Doces & Bolos,1.34,4.8,9,true,false,true,true,10, 33.991.344/0001-69,VOLTA REDONDA,992430451,27275230,Retiro,Avenida Nove De Julho,177,-22.501914,-44.111931,09:30:00 - 23:45:00,09:30:00 - 23:45:00,09:30:00 - 23:45:00,09:30:00 - 23:45:00,09:00:00 - 23:45:00,09:30:00 - 23:45:00,11:00:00 - 23:45:00
Hamburgueria Beira Rio,RESTAURANT,Lanches,2.48,4.5,31,false,false,false,false,25, 33.408.698/0001-38,VOLTA REDONDA,998540472,27274200,Retiro,Rua Petropolis,98,-22.519983,-44.133747,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 05:45:00,00:00:00 - 05:45:00,00:00:00 - 05:45:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
Petisco Mania Delivery,RESTAURANT,Lanches,2.48,3.8,12,false,false,false,false,25, 33.066.878/0001-89,VOLTA REDONDA,999028402,27274200,Retiro,Avenida Almirante Adalberto De Barros Nunes,3671,-22.519983,-44.133747,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
Marmitas Do Churrascão,RESTAURANT,Carnes,3.43,4.3,3,false,true,false,false,20, 44.854.715/0001-87,VOLTA REDONDA,999454686,27283370,Niterói,Avenida Nossa Senhora Do Amparo,160,-22.498298,-44.091256,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 15:45:00,11:00:00 - 15:45:00
Na Brasa Gril Steak And Barbecue,RESTAURANT,Lanches,3.87,4,5,true,true,false,true,20, 23.366.183/0001-69,VOLTA REDONDA,40032665,27253310,São João,Praça Marechal Rondon,121,-22.518004,-44.092837,,16:30:00 - 23:15:00,16:30:00 - 23:59:00,17:30:00 - 23:15:00,16:30:00 - 23:15:00,14:30:00 - 23:15:00,11:00:00 - 23:15:00
Chefão Burguer,RESTAURANT,Hambúrguer,0.69,5,4,false,false,false,false,15, 40.347.607/0001-67,VOLTA REDONDA,999253309,27277030,Retiro,Estrada Do Norte,283,-22.497595,-44.131033,,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:30:00,
Lipe Lanches,RESTAURANT,Lanches,1.01,5,4,false,true,false,false,10, 23.986.634/0001-60,VOLTA REDONDA,999021859,27278220,Belo Horizonte,Rua Dois,220,-22.491191,-44.120032,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
Spetto,RESTAURANT,Comida Brasileira,2.74,4.5,4,true,false,false,true,20, 33.088.203/0001-30,VOLTA REDONDA,999112548,27260315,Vila Santa Cecilia,R Doze,190,-22.516335,-44.105389,11:00:00 - 15:00:00,11:00:00 - 23:30:00,10:00:00 - 23:30:00,11:00:00 - 23:30:00,11:00:00 - 23:30:00,16:00:00 - 23:30:00,15:00:00 - 22:30:00
Pastellamary Lanches,RESTAURANT,Lanches,5.6,4.3,9,false,true,false,false,13, 45.089.343/0001-02,VOLTA REDONDA,992661610,27214300,Morro Da Conquista,Rua Do Povo,45,-22.493703,-44.07053,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:30:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00
J&b Lanches,RESTAURANT,Lanches,2.15,5,8,false,true,false,false,15, 44.919.820/0001-57,VOLTA REDONDA,999993679,27273010,Retiro,Avenida Almirante Adalberto De Barros Nunes,5269,-22.517773,-44.130851,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Dmarques,RESTAURANT,Lanches,1.72,5,3,false,true,false,false,18, 44.827.833/0001-04,VOLTA REDONDA,999649260,27274130,Belmonte,Avenida Belo Horizonte,208,-22.510667,-44.135929,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:45:00
Fitteria,RESTAURANT,Comida Saudável,3.36,5,2,true,true,false,true,10, 45.735.803/0001-22,VOLTA REDONDA,40032665,27267465,Sidervile,Rua K,159,-22.527857,-44.135577,12:00:00 - 23:30:00,09:45:00 - 23:15:00,18:00:00 - 23:15:00,12:00:00 - 22:00:00,17:00:00 - 22:00:00,12:00:00 - 22:00:00,13:30:00 - 22:00:00
Burgerchef,RESTAURANT,Lanches,1.22,5,2,false,false,false,false,28, 33.700.726/0001-96,VOLTA REDONDA,999751018,27278230,Belo Horizonte,Burger Chef,11,-22.488776,-44.121056,18:00:00 - 23:30:00,18:00:00 - 23:00:00,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Pop Pizza Delivery,RESTAURANT,Pizza,3.7,4.3,9,false,false,false,false,25, 32.276.771/0001-00,VOLTA REDONDA,999048828,27213170,Aterrado,Rua Simão Da Cunha Gago,120,-22.50576,-44.089367,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00
Jvs Batata Recheada & Porções,RESTAURANT,Lanches,0.81,4.3,3,false,false,false,false,0, 44.238.868/0001-08,VOLTA REDONDA,999788564,27277330,Retiro,Avenida Antônio De Almeida,2134,-22.50115,-44.132211,,11:00:00 - 15:00:00,,,18:00:00 - 23:00:00,,18:00:00 - 23:00:00
Toretto Burguer,RESTAURANT,Lanches,3.48,5,0,false,true,false,false,20, 32.585.764/0001-82,VOLTA REDONDA,999042444,27213270,Aterrado,Avenida Paulo De Frontin,1096,-22.502352,-44.090943,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Sushi In Ksa,RESTAURANT,Comida Japonesa,3.49,3,3,true,true,false,true,10, 42.213.365/0001-44,VOLTA REDONDA,40032665,27285030,Voldac,Avenida Beira-rio,465,-22.490613,-44.092013,11:00:00 - 23:30:00,10:00:00 - 23:30:00,11:00:00 - 23:45:00,11:30:00 - 23:45:00,10:15:00 - 23:30:00,12:00:00 - 23:59:00,11:00:00 - 23:30:00
Lele Lanches E Salgados,RESTAURANT,Lanches,5.2,5,4,true,true,false,true,20, 42.391.056/0001-64,VOLTA REDONDA,40032665,27211750,Volta Grande 3,Rua Mil E Trinta E Nove,52,-22.482662,-44.077356,,18:30:00 - 23:00:00,18:45:00 - 23:00:00,11:15:00 - 14:00:00,18:45:00 - 23:00:00,17:00:00 - 23:00:00,17:15:00 - 23:00:00
Pao Na Chapa Lanchonete  300,RESTAURANT,Comida Brasileira,5.49,0,0,false,true,false,false,0, 37.490.898/0001-33,VOLTA REDONDA,40032665,27214070,Morro Da Conquista,Rua Boa Vista,231,-22.487648,-44.072725,18:00:00 - 23:00:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Doce De Amor,RESTAURANT,Doces & Bolos,3.9,5,1,true,true,false,true,10, 42.702.538/0001-98,BARRA MANSA,998350760,27325820,Vale Do Paraíba,Rua José Lourenço Da Fonseca,356,-22.530759,-44.141607,11:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,18:00:00 - 23:00:00
Fast Fit - Delivery Saúdavel,RESTAURANT,Comida Saudável,2.9,5,1,false,true,false,false,20, 32.757.151/0001-85,VOLTA REDONDA,998682326,27262305,Bela Vista,Rua Dezenove-a,232,-22.521122,-44.109079,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,
Huskys Snack,RESTAURANT,Lanches,4.51,0,0,false,true,false,false,0, 42.369.616/0001-84,VOLTA REDONDA,998518421,27285350,Sam Remo,Rua Vinte A,29,-22.495022,-44.081013,18:15:00 - 23:15:00,12:15:00 - 23:15:00,12:15:00 - 17:00:00,12:15:00 - 17:00:00,18:15:00 - 23:15:00,18:15:00 - 23:15:00,18:15:00 - 23:15:00
Relicario Platters E Vinhos,RESTAURANT,Presentes,2.87,0,0,false,true,false,false,30, 21.095.293/0001-08,VOLTA REDONDA,30756998,27260070,Vila Santa Cecilia,Rua Vinte E Três B,57,-22.518885,-44.106395,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,07:00:00 - 07:15:00
Jessicaçaí,RESTAURANT,Açaí,5.49,0,0,true,true,false,true,10, 36.718.632/0001-32,VOLTA REDONDA,Sem Número,27256800,Siderópolis,Rua Seiscentos E Quarenta E Nove,160,-22.534977,-44.087542,18:00:00 - 23:15:00,15:00:00 - 17:00:00,12:00:00 - 23:30:00,09:15:00 - 23:45:00,,09:45:00 - 14:00:00,14:00:00 - 23:30:00
Sandubão Refeições,RESTAURANT,Marmita,5.03,3.5,2,false,true,false,false,20, 31.801.416/0001-32,VOLTA REDONDA,999400828,27211810,Volta Grande 3,Rua 1031,21,-22.48312,-44.078849,18:00:00 - 23:59:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00,00:00:00 - 03:00:00
Sabor Da Casa Petiscos,RESTAURANT,Comida Brasileira,5.31,0,0,true,true,false,true,20, 24.098.066/0001-24,BARRA MANSA,40032665,27335300,Nove De Abril,Rua Wilsom Rodrigues Do Carmo,489,-22.546637,-44.116963,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Xis Do Le Lanches Caldos,RESTAURANT,Lanches,4.3,0,0,false,true,false,false,20, 46.087.122/0001-68,VOLTA REDONDA,981128542,27253180,Monte Castelo,Rua Trezentos E Trinta,147,-22.522465,-44.091073,00:00:00 - 01:45:00,00:00:00 - 00:30:00,00:00:00 - 01:00:00,00:00:00 - 01:00:00,18:30:00 - 23:59:00,00:00:00 - 02:00:00,00:00:00 - 01:30:00
El Brabo Burger,RESTAURANT,Lanches,5.27,5,8,false,true,false,false,15, 45.591.337/0001-59,VOLTA REDONDA,998524111,27212158,Vila Americana,Rua Santa Luzia,161,-22.494026,-44.07366,18:00:00 - 23:00:00,02:30:00 - 04:00:00,18:00:00 - 23:00:00,17:15:00 - 23:00:00,19:00:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Dizco Pizza,RESTAURANT,Pizza,3.56,5,1,false,true,false,false,25, 41.718.702/0002-73,VOLTA REDONDA,30261891,27215562,Aterrado,Rua Segundo-sargento Jaime Pantaleão De Morais,122,-22.504336,-44.090424,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Explosão Dogueria Hot Dog,RESTAURANT,Lanches,4.57,4.6,9,true,true,false,true,20, 46.418.212/0001-94,VOLTA REDONDA,93253365,27253510,São Geraldo,Rua Capitão Benedito Lópes Bragança,646,-22.517355,-44.084727,17:00:00 - 23:00:00,18:00:00 - 23:59:00,17:00:00 - 23:59:00,18:00:00 - 22:15:00,17:30:00 - 23:45:00,16:00:00 - 23:45:00,15:00:00 - 23:00:00
Hamburguito Vr,RESTAURANT,Lanches,3.26,3.3,10,false,false,false,false,15, 29.138.979/0001-40,VOLTA REDONDA,974037222,27215590,Aterrado,Pedro Maria Neto,89,-22.50489,-44.093482,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00,17:30:00 - 23:00:00
Pizzaria Altas Horas,RESTAURANT,Pizza,5.25,3,5,false,false,false,false,20, 42.392.874/0001-81,VOLTA REDONDA,992655103,0,Morro Da Caviana,Rua X,4877,-22.490649,-44.074402,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
