Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Quintal Hamburgueria,RESTAURANT,Lanches,1.29,0,0,false,true,false,false,0, 38.194.982/0001-72,VOLTA REDONDA,999763065,27276360,Açude,Rua Senhor Miguel De Oliveira,157,-22.496933,-44.136874,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,
Cantinho Do Frango Assado,RESTAURANT,Comida Brasileira,0.25,0,0,false,true,false,false,12, 39.400.507/0001-78,VOLTA REDONDA,33373781,27274530,Retiro,Avenida Retiro,4073,-22.501285,-44.12561,11:00:00 - 15:00:00,10:45:00 - 15:15:00,10:45:00 - 15:00:00,08:00:00 - 22:00:00,08:00:00 - 15:15:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Lm Petiscaria,RESTAURANT,Lanches,4.37,0,0,false,true,false,false,20, 39.387.135/0001-97,VOLTA REDONDA,40032665,27253620,São Geraldo,Rua Paissandu,80,-22.517734,-44.087065,,19:30:00 - 23:45:00,19:15:00 - 23:30:00,17:45:00 - 23:30:00,17:45:00 - 23:59:00,12:30:00 - 23:59:00,00:00:00 - 01:15:00
Potatos House,RESTAURANT,Lanches,6.37,0,0,true,true,false,true,20, 38.036.148/0001-59,BARRA MANSA,999245259,27321360,Vila Coringa,Rua Fortaleza,15,-22.528081,-44.178203,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,
Doçuras D'aline,RESTAURANT,Doces & Bolos,7.37,0,0,true,true,false,true,10, 39.470.965/0001-83,VOLTA REDONDA,40032665,27259090,Jardim Vila Rica - Tiradentes,Rua Seis,17,-22.539938,-44.06789,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,09:00:00 - 23:00:00,10:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00
Burgue Lanches,RESTAURANT,Lanches,6.92,0,0,true,true,false,true,20, 39.528.581/0001-74,VOLTA REDONDA,40030053,27286310,Dom Bosco,Rua Afonso Pena,345,-22.47682,-44.06186,,,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,,18:00:00 - 23:30:00
Ish!peto Vr,RESTAURANT,Carnes,3.65,0,0,true,true,false,true,20, 17.063.743/0001-03,VOLTA REDONDA,40032665,27261080,Vila Santa Cecília,Rua Cinqüenta E Oito,17,-22.523753,-44.100877,11:00:00 - 15:00:00,19:00:00 - 23:59:00,11:00:00 - 15:00:00,19:00:00 - 23:59:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Pop Pop,RESTAURANT,Doces & Bolos,3.59,0,0,true,true,false,true,10, 39.515.381/0001-87,VOLTA REDONDA,40032665,27213310,Aterrado,Avenida Sete De Setembro,185,-22.506566,-44.090627,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 23:00:00
Degu's House Burguer,RESTAURANT,Hambúrguer,3.3,0,0,false,true,false,false,25, 39.589.787/0001-04,VOLTA REDONDA,999676984,27283200,Niterói,Rua Santa Terezinha,94,-22.49752,-44.092552,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,
Casa Do Hambúrguer,RESTAURANT,Lanches,2.24,0,0,false,true,false,false,20, 39.574.220/0001-64,VOLTA REDONDA,992801825,27273560,Siderlândia,Rua Itaboraí,328,-22.516085,-44.136615,,,19:00:00 - 23:45:00,19:00:00 - 23:45:00,19:00:00 - 23:45:00,19:00:00 - 23:45:00,
Bulldog's  Delivery,RESTAURANT,Lanches,1.65,0,0,false,true,false,false,14, 39.620.357/0001-08,VOLTA REDONDA,992692965,27274170,Belmonte,Avenida Itajubá,95,-22.508775,-44.136985,,,,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Dom' Treviso,RESTAURANT,Pizza,0.79,0,0,false,true,false,false,29, 39.639.302/0001-40,VOLTA REDONDA,981328611,27274110,Retiro,Avenida Fortaleza,300,-22.504097,-44.130205,,,00:00:00 - 01:00:00,,,,
Picolé Day,RESTAURANT,Açaí,4.42,0,0,true,true,false,true,10, 39.483.119/0001-06,VOLTA REDONDA,999155585,27251420,Jardim Amália,Rua Silva Ramos,34,-22.513224,-44.084307,12:00:00 - 23:59:00,11:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,09:30:00 - 23:59:00
Sr. Açaí,RESTAURANT,Açaí,3.06,0,0,true,true,false,true,10, 39.549.154/0001-72,VOLTA REDONDA,40032665,27264040,Eucaliptal,Rua Carmem Miranda,34,-22.526819,-44.123384,,14:00:00 - 18:15:00,14:30:00 - 20:30:00,,13:30:00 - 20:30:00,14:30:00 - 17:15:00,
Maria Brigadeiro Vr,RESTAURANT,Doces & Bolos,6.04,0,0,false,true,false,false,12, 39.704.688/0001-26,VOLTA REDONDA,998331056,27286440,São Luís,Av Francisco Chrisostomos Torres,1098,-22.477167,-44.070972,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Master Sabores,RESTAURANT,Lanches,5.99,0,0,false,true,false,false,9, 39.715.707/0001-10,BARRA MANSA,999963424,27336570,Boa Vista Ii,Rua Josué Fernandes,600,-22.553074,-44.11851,18:00:00 - 23:30:00,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00
Blackout Burguer,RESTAURANT,Lanches,4.95,0,0,true,true,false,true,20, 39.799.785/0001-40,VOLTA REDONDA,40032665,27210425,Santo Agostinho,Rua Caviana,131,-22.491263,-44.077233,,,,,,,
Point Da Cris,RESTAURANT,Lanches,2.51,0,0,false,true,false,false,15, 34.914.534/0001-45,VOLTA REDONDA,988675951,27281630,Vila Mury,Avenida Das Magnólias,292,-22.497185,-44.100337,11:00:00 - 15:00:00,,,,,,18:00:00 - 19:15:00
Hong Tu Lanches,RESTAURANT,Salgados,3.71,0,0,true,true,false,true,20, 24.273.651/0001-13,VOLTA REDONDA,30266515,27253222,Centro,Avenida Amaral Peixoto,389,-22.512778,-44.091606,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00
Restaurante Carvalhos,RESTAURANT,Marmita,5.34,0,0,false,true,false,false,0, 39.866.055/0001-14,VOLTA REDONDA,999527358,27211670,Santo Agostinho,Rua Mil E Quarenta E Três,68,-22.48518,-44.074998,,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00
Açaí E Hot Dogs Da Tay,RESTAURANT,Açaí,3.99,0,0,true,true,false,true,10, 14.403.324/0001-85,BARRA MANSA,40032665,27325350,Nossa Senhora Aparecida,Rua Pastor Manoel Rodrigues,605,-22.531053,-44.142919,16:15:00 - 23:59:00,,19:45:00 - 23:59:00,19:45:00 - 23:59:00,19:45:00 - 23:59:00,13:15:00 - 23:59:00,
Família Malta,RESTAURANT,Comida Brasileira,3.41,0,0,true,true,false,true,20, 11.326.487/0001-13,VOLTA REDONDA,33500563,27215580,Aterrado,Avenida Paulo De Frontin,885,-22.504917,-44.092056,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,
Gil Fast Food,RESTAURANT,Lanches,1.62,0,0,false,true,false,false,10, 39.908.977/0001-47,VOLTA REDONDA,33390223,27280620,Vila Brasília,Servidão Dois,29,-22.489327,-44.112965,,18:00:00 - 23:30:00,18:00:00 - 23:30:00,11:00:00 - 15:00:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,11:00:00 - 15:00:00
Minhas Delícias,RESTAURANT,Doces & Bolos,5.61,0,0,true,true,false,true,10, 39.864.656/0001-98,VOLTA REDONDA,40032665,27250350,ÁGua Limpa,Rua Crisântemos,315,-22.506579,-44.070651,12:00:00 - 17:30:00,,19:00:00 - 22:45:00,19:00:00 - 22:45:00,19:00:00 - 21:00:00,,14:30:00 - 23:00:00
Sweet Cake,RESTAURANT,Doces & Bolos,6.24,0,0,true,true,false,true,10, 39.964.996/0001-90,BARRA MANSA,40032665,27323320,Ano Bom,Rua Bráulio Cunha,23,-22.539357,-44.16716,14:30:00 - 21:30:00,14:30:00 - 21:30:00,14:30:00 - 21:30:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00
5 Marias,RESTAURANT,Doces & Bolos,2.76,0,0,false,true,false,false,0, 39.954.112/0001-17,VOLTA REDONDA,999478819,27281040,Vila Mury,Rua Madame Curie,435,-22.498744,-44.09775,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,
Mineirinha Empadas,RESTAURANT,Salgados,3.41,0,0,true,true,false,true,20, 30.663.069/0001-66,VOLTA REDONDA,40032665,27283510,Niterói,Rua São Felipe,92,-22.499264,-44.091403,,,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,14:00:00 - 22:00:00,
Conect Goumert Pizza E Frango,RESTAURANT,Comida Brasileira,4.88,0,0,false,true,false,false,0, 38.082.284/0001-85,VOLTA REDONDA,999455883,27211830,Volta Grande,Rua Mil E Vinte E Cinco,34,-22.483606,-44.080279,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:45:00 - 23:00:00,18:00:00 - 23:00:00
Lanches Da Alegria,RESTAURANT,Lanches,2.24,0,0,false,true,false,false,20, 37.542.916/0001-83,VOLTA REDONDA,998747325,27281590,Vila Mury,Avenida Quinze De Novembro,107,-22.496931,-44.103001,11:00:00 - 15:15:00,19:00:00 - 23:59:00,18:00:00 - 23:59:00,11:00:00 - 15:15:00,11:00:00 - 15:15:00,11:00:00 - 15:15:00,18:00:00 - 23:59:00
Ianne Rocha,RESTAURANT,Cafeteria,3.34,0,0,true,true,false,true,10, 23.262.920/0001-83,VOLTA REDONDA,999230909,27215530,Aterrado,Rua Dionéa Andrade Faria,295,-22.501993,-44.092275,15:15:00 - 16:15:00,17:00:00 - 22:30:00,12:00:00 - 17:00:00,14:00:00 - 20:45:00,11:00:00 - 22:30:00,13:00:00 - 19:45:00,
Cake E Arte,RESTAURANT,Doces & Bolos,1.52,0,0,true,true,false,true,10, 39.464.261/0001-06,VOLTA REDONDA,40032665,27281260,Retiro,Rua Moçambique,192,-22.496584,-44.110073,,,,,18:00:00 - 22:30:00,13:00:00 - 14:00:00,18:00:00 - 22:30:00
Casa Do Bolo Vovó Zulmira,RESTAURANT,Doces & Bolos,6.97,0,0,true,true,false,true,10, 37.406.721/0001-06,VOLTA REDONDA,40032665,27286440,São Luís,Avenida Francisco Chrisostomos Torres,242,-22.473536,-44.062813,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,08:30:00 - 19:00:00,08:00:00 - 13:00:00,
Aninha Lanches.,RESTAURANT,Comida Brasileira,1.42,0,0,true,true,false,true,20, 39.716.939/0001-92,VOLTA REDONDA,40032665,27276510,Acude I,Servidão Benedito Dos Santos,1,-22.505193,-44.136864,08:45:00 - 23:59:00,09:15:00 - 23:45:00,10:15:00 - 23:59:00,15:15:00 - 23:00:00,11:00:00 - 23:30:00,18:00:00 - 23:00:00,10:00:00 - 23:59:00
Delícias Lanche,RESTAURANT,Lanches,0.87,0,0,false,true,false,false,15, 37.628.858/0001-05,VOLTA REDONDA,998114219,27275810,Jardim Cidade Do Aço,Servidão G-1,202,-22.504817,-44.118605,00:00:00 - 00:15:00,18:00:00 - 23:59:00,00:00:00 - 00:15:00,00:00:00 - 00:15:00,00:00:00 - 00:15:00,11:00:00 - 15:00:00,18:00:00 - 23:59:00
Botteco Gourmet (Drinks E Porções),RESTAURANT,Lanches,2.77,4.7,7,false,true,false,false,20, 39.972.693/0001-10,VOLTA REDONDA,999374503,27275600,Vila Mury,Avenida Almirante Adalberto De Barros Nunes,840,-22.499651,-44.097698,14:00:00 - 23:59:00,14:00:00 - 23:59:00,09:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,11:00:00 - 23:59:00
Marmitas Da Krys,RESTAURANT,Comida Saudável,2.28,0,0,false,true,false,false,0, 38.182.710/0001-52,VOLTA REDONDA,999185552,27281590,Vila Mury,Avenida Quinze De Novembro,219,-22.497778,-44.10252,10:00:00 - 15:00:00,,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,,
Dellas Burguers,RESTAURANT,Lanches,5.55,0,0,false,true,false,false,15, 40.178.157/0001-26,VOLTA REDONDA,998613732,27210510,Santo Agostinho,Rua Porto Velho,50,-22.488978,-44.071842,,18:00:00 - 22:00:00,18:00:00 - 22:00:00,18:00:00 - 22:00:00,18:00:00 - 22:00:00,,
Bar Do Galo,RESTAURANT,Comida Brasileira,4.11,0,0,false,true,false,false,13, 39.582.718/0001-79,VOLTA REDONDA,999193827,27211000,Parque Das Ilhas,Rua A,321,-22.48863,-44.086355,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Doce Isa,RESTAURANT,Doces & Bolos,1.03,0,0,true,true,false,true,10, 40.236.922/0001-17,VOLTA REDONDA,40032665,27274070,Retiro,Avenida Goiás,262,-22.508471,-44.123693,12:45:00 - 19:00:00,12:45:00 - 19:00:00,12:45:00 - 18:00:00,12:45:00 - 19:00:00,12:45:00 - 18:00:00,10:00:00 - 14:00:00,
Boca Loka Da Tia Dayse,RESTAURANT,Comida Brasileira,4.84,0,0,false,true,false,false,0, 37.192.595/0001-34,VOLTA REDONDA,30254802,27211150,Santo Agostinho,Rua Sargento Paulo Moreira,118,-22.486283,-44.079648,10:30:00 - 14:30:00,10:30:00 - 14:00:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,
Cantinho Da Marly,RESTAURANT,Açaí,3.37,0,0,true,true,false,true,10, 27.645.223/0001-62,VOLTA REDONDA,999961495,27264140,São Lucas,Avenida São Lucas,674,-22.529563,-44.122224,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00
Rafa Lanches,RESTAURANT,Lanches,4.47,0,0,false,true,false,false,20, 36.657.894/0001-34,VOLTA REDONDA,31127411,27253123,Monte Castelo,Rua Ghandi,66,-22.521094,-44.088106,18:45:00 - 23:45:00,19:00:00 - 23:30:00,18:45:00 - 23:30:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00
Sabor Da Fazenda,RESTAURANT,Comida Brasileira,2.44,0,0,false,true,false,false,13, 22.667.196/0001-05,VOLTA REDONDA,992894994,27288260,Santa Rita Do Zarur,Rua Campinas,2282,-22.478424,-44.116873,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00
Rock Legal 027,RESTAURANT,Lanches,3.54,0,1,false,true,false,false,0, 40.512.439/0001-18,VOLTA REDONDA,33383796,27283230,Niterói,Rua São Gabriel,355,-22.498822,-44.090182,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Renata Cestas,RESTAURANT,Mercado,3.45,0,0,false,true,false,false,140, 30.860.751/0001-49,VOLTA REDONDA,998504398,27213200,Aterrado,Nossa Senhora Das Graças,0,-22.50709,-44.092169,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
Sabor & Cia,RESTAURANT,Comida Brasileira,3.06,0,0,true,true,false,true,20, 40.534.697/0001-03,VOLTA REDONDA,40032665,27275262,Nossa Senhora Das Graças,Rua Quinhentos E Sessenta E Dois,158,-22.505778,-44.095713,,,18:00:00 - 23:00:00,,,,
Abu Dhabi,RESTAURANT,Pizza,3.62,0,0,false,true,false,false,20, 40.507.324/0001-35,VOLTA REDONDA,999998502,27213240,Aterrado,Rua Luiz Alves Pereira,315,-22.506663,-44.09035,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Quero Doce Nathy,RESTAURANT,Doces & Bolos,5.91,0,0,true,true,false,true,10, 22.106.104/0001-18,BARRA MANSA,40032665,27325760,Vila Orlandelia,Rua Doutor Remy Barbosa Vianna,62,-22.539297,-44.16254,13:00:00 - 21:00:00,13:00:00 - 21:00:00,13:00:00 - 21:00:00,13:00:00 - 21:00:00,13:00:00 - 21:00:00,13:00:00 - 21:00:00,
Kell Doces E Salgados,RESTAURANT,Lanches,0.86,0,0,false,true,false,false,0, 40.618.760/0001-81,VOLTA REDONDA,981333337,27274380,Retiro,Rua Teresina,169,-22.503167,-44.131816,13:00:00 - 20:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 15:00:00
Explosão De Sabores,RESTAURANT,Doces & Bolos,5.88,0,0,true,true,false,true,10, 26.329.353/0001-23,VOLTA REDONDA,40032665,27210280,Santo Agostinho,Rua Mil E Vinte E Seis,37,-22.487958,-44.068745,,,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 23:00:00,11:00:00 - 21:30:00
Katai Hamburgueria,RESTAURANT,Lanches,3.78,0,0,false,true,false,false,15, 40.686.118/0001-30,VOLTA REDONDA,993049153,27264760,Minerlândia,Rua Caxambu,170,-22.533337,-44.122711,00:00:00 - 00:15:00,00:00:00 - 00:15:00,00:00:00 - 00:15:00,00:00:00 - 00:15:00,00:00:00 - 00:15:00,00:00:00 - 03:00:00,19:00:00 - 23:59:00
Churrasquinho Teixeira,RESTAURANT,Carnes,4.66,0,0,false,true,false,false,15, 39.771.305/0001-32,VOLTA REDONDA,999929595,27288170,Santa Cruz Ii,Rua Da Torre,10,-22.464503,-44.09909,18:30:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:00:00 - 23:00:00,17:30:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Melo Doces,RESTAURANT,Doces & Bolos,4.26,0,0,true,true,false,true,10, 40.631.923/0001-66,BARRA MANSA,40032665,27332480,Vila Elmira,Rua Osmarino Novais,185,-22.536444,-44.135037,,,,,,,
Amor De Milho,RESTAURANT,Comida Brasileira,4.68,0,0,false,true,false,false,15, 40.704.829/0001-90,VOLTA REDONDA,981391613,27211120,Santo Agostinho,Rua Motorista José De Araújo,80,-22.490852,-44.080045,,00:15:00 - 01:30:00,,,,,
Ludo Quest,RESTAURANT,Lanches,3.48,0,0,false,true,false,false,15, 28.791.353/0001-76,VOLTA REDONDA,981380010,27213200,Aterrado,Avenida Dezessete De Julho,381,-22.504589,-44.091274,,,,,,15:00:00 - 16:00:00,
Universo Do Açai,RESTAURANT,Açaí,1.68,0,0,false,true,false,false,40, 40.039.295/0001-24,VOLTA REDONDA,988256418,27276260,Açude,Rua Bom Pastor,967,-22.501014,-44.140848,11:00:00 - 15:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00
Rr Açaí Tia Rafaela,RESTAURANT,Açaí,6.75,5,7,true,true,false,true,10, 30.326.021/0001-62,BARRA MANSA,998222875,27321270,Vila Coringa,Rua São João,154,-22.53239,-44.17968,15:00:00 - 18:00:00,15:00:00 - 18:00:00,15:00:00 - 18:00:00,15:00:00 - 18:00:00,15:00:00 - 18:00:00,15:00:00 - 17:30:00,
Fome Zero,RESTAURANT,Lanches,7.89,0,0,true,true,false,true,20, 40.757.024/0001-04,VOLTA REDONDA,40032665,27240430,Vila Rica,Rua 1,333,-22.499677,-44.04792,16:30:00 - 23:59:00,16:30:00 - 23:59:00,16:30:00 - 23:59:00,16:30:00 - 23:59:00,16:30:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00
Bestfood Spettos &Salgados,RESTAURANT,Salgados,4.2,0,0,true,true,false,true,20, 37.844.125/0001-08,VOLTA REDONDA,40032665,27253120,Monte Castelo,Rua Maurílio Gomes Da Silveira,183,-22.520299,-44.090637,18:30:00 - 22:30:00,,18:30:00 - 22:45:00,18:45:00 - 23:00:00,18:45:00 - 23:15:00,18:30:00 - 23:00:00,
Brubepe,RESTAURANT,Doces & Bolos,6.65,0,0,true,true,false,true,10, 40.861.103/0001-60,BARRA MANSA,40032665,27321440,Vila Coringa,Rua Biajone,320,-22.531942,-44.178831,11:00:00 - 19:00:00,11:00:00 - 19:00:00,10:45:00 - 20:30:00,10:45:00 - 17:00:00,10:45:00 - 17:00:00,10:15:00 - 19:00:00,12:00:00 - 17:00:00
Camille Magi Confeitaria,RESTAURANT,Doces & Bolos,1.65,0,0,true,true,false,true,10, 40.598.166/0001-76,VOLTA REDONDA,999451534,27280000,Vila Brasília,Avenida Nova Brasília,217,-22.491738,-44.110754,13:00:00 - 21:45:00,14:00:00 - 22:00:00,13:45:00 - 23:00:00,12:00:00 - 22:45:00,14:00:00 - 22:30:00,11:15:00 - 22:45:00,12:45:00 - 23:30:00
Pizzaria Vagão,RESTAURANT,Pizza,6.22,0,0,true,true,false,true,20, 40.828.621/0001-82,VOLTA REDONDA,998130093,27250047,ÁGua Limpa,Rua F,640,-22.502816,-44.06426,,,,,,,
Arte Do Sabor Massas Artesanais,RESTAURANT,Comida Italiana,6.46,0,0,true,true,false,true,20, 39.864.385/0001-70,BARRA MANSA,981523238,27323600,Ano Bom,Alameda Vanassi,35,-22.543161,-44.165974,,,,18:00:00 - 22:30:00,11:00:00 - 20:30:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00
𝐌𝐏 𝐑𝐄𝐅𝐄𝐈çõ𝐄𝐒,RESTAURANT,Comida Brasileira,3.65,0,0,false,true,false,false,15, 40.920.596/0001-62,BARRA MANSA,999968691,27322390,Santa Rita De Cássia,Rua Um,977,-22.489272,-44.158385,,,,,,10:00:00 - 15:00:00,
Tudoce Brigaderia,RESTAURANT,Doces & Bolos,6.29,0,0,true,true,false,true,10, 34.441.060/0001-61,BARRA MANSA,Sem Número,27323140,Ano Bom,Travessa Antenor Rocha,20,-22.536556,-44.170673,09:00:00 - 12:15:00,20:30:00 - 23:30:00,20:00:00 - 23:30:00,09:00:00 - 12:15:00,09:00:00 - 12:15:00,19:30:00 - 23:30:00,22:15:00 - 23:45:00
Restaurante Tia Adriana,RESTAURANT,Cozinha Rápida,2.96,0,0,false,true,false,false,8, 28.773.196/0001-76,VOLTA REDONDA,999610952,27261050,Vila Santa Cecília,Rua Cinqüenta E Dois,10,-22.514358,-44.100834,,15:00:00 - 20:00:00,18:45:00 - 23:00:00,15:00:00 - 20:00:00,15:00:00 - 20:00:00,11:00:00 - 14:15:00,
Salatéx,RESTAURANT,Comida Saudável,7.84,0,0,false,true,false,false,15, 41.005.936/0001-92,VOLTA REDONDA,992931150,27259310,Jardim Vila Rica - Tiradentes,Rua Vinte E Nove,399,-22.545722,-44.067052,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,
Restaurante Equilíbrio,RESTAURANT,Comida Saudável,8.22,0,0,true,true,false,true,10, 29.400.148/0001-03,VOLTA REDONDA,40032665,27240290,Vila Rica,Rua Cinco,280,-22.502453,-44.044729,,,,,,09:00:00 - 11:00:00,
House 591,RESTAURANT,Carnes,2.09,5,1,true,true,false,true,20, 39.714.353/0001-99,VOLTA REDONDA,40032665,27281670,Vila Mury,Avenida Pastor César Dacorso Filho,591,-22.497903,-44.104298,,,,,,,
Doce Carioca,RESTAURANT,Doces & Bolos,4.64,0,0,true,true,false,true,10, 41.023.493/0001-62,VOLTA REDONDA,40032665,27283540,Aero Clube,Rua Capitão João Maurício De Medeiros,334,-22.503481,-44.079707,,,,,,,14:00:00 - 21:00:00
Restaurante Omax,RESTAURANT,Comida Brasileira,3.71,0,0,true,true,false,true,20, 03.422.687/0001-41,VOLTA REDONDA,40032665,27253360,Centro,Rua São João,200,-22.514274,-44.092327,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00
Seleccino  Gelato + Açaí,RESTAURANT,Sorvetes,4.32,0,0,true,true,false,true,20, 40.045.707/0001-39,VOLTA REDONDA,40032665,27253005,São Geraldo,Rodovia Dos Metalúrgicos,22,-22.518447,-44.08809,11:00:00 - 15:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00
Glaucia  Bolos,RESTAURANT,Doces & Bolos,4.05,0,0,true,true,false,true,10, 40.998.310/0001-61,BARRA MANSA,40032665,27325820,Vale Do Paraíba,Rua José Lourenço Da Fonseca,210,-22.531722,-44.142624,,,,,,,
Kasa Kame,RESTAURANT,Comida Japonesa,6.89,0,0,true,true,false,true,20, 41.029.101/0001-72,VOLTA REDONDA,40032665,27286110,Dom Bosco,Rua Hermes Da Fonseca,313,-22.475651,-44.062668,20:15:00 - 23:59:00,20:15:00 - 23:59:00,20:15:00 - 23:59:00,20:15:00 - 23:59:00,20:15:00 - 23:59:00,18:30:00 - 23:59:00,09:00:00 - 09:15:00
Dona Empada,RESTAURANT,Salgados,6.52,0,0,true,true,false,true,20, 26.502.440/0001-30,BARRA MANSA,40032665,27323642,Ano Bom,Avenida Presidente Kennedy,816,-22.541811,-44.168408,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:30:00 - 22:00:00
Acai.com,RESTAURANT,Açaí,3.84,0,0,false,true,false,false,10, 41.131.136/0001-18,VOLTA REDONDA,999586905,27288350,Santa Rita Do Zarur,Rua Cambuquira,225,-22.466576,-44.112109,11:00:00 - 15:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
