Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Delicias Da Tati-,RESTAURANT,Salgados,3.33,0.0,0,true,true,false,true,20,23998496000130,VOLTA REDONDA,40030053,27273420,Siderlândia,Rua São João Da Barra,97,-22.524291,-44.142552,15:30:00 - 18:00:00,12:00:00 - 17:00:00,12:00:00 - 16:45:00,12:00:00 - 14:00:00,12:00:00 - 18:00:00,,
Açai Turbinado,RESTAURANT,Açaí,6.27,0.0,0,true,true,false,true,10,37100068000152,BARRA MANSA,992055320,27323430,Ano Bom,Rua Edgar Cardoso Guimarães Cotia,35,-22.544642,-44.160969,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Sabor Na Chapa,RESTAURANT,Lanches,4.34,0.0,0,false,true,false,false,10,37003093000118,VOLTA REDONDA,998799201,27253680,São Geraldo,Rua Vilagram Cabrita,32,-22.515749,-44.086284,11:00:00 - 15:00:00,18:00:00 - 23:59:00,11:00:00 - 15:00:00,18:00:00 - 23:59:00,11:00:00 - 15:00:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Loja De Fábrica Do Sorvete E Açaí,RESTAURANT,Sorvetes,1.16,0.0,0,true,true,false,true,20,26555884000134,VOLTA REDONDA,40032665,27275040,Retiro,Avenida Antônio De Almeida,197,-22.500748,-44.113423,10:00:00 - 18:30:00,10:00:00 - 18:30:00,10:00:00 - 18:30:00,10:00:00 - 18:30:00,10:00:00 - 18:30:00,10:00:00 - 18:30:00,10:00:00 - 18:30:00
Gourmet House,RESTAURANT,Lanches,7.61,0.0,0,true,true,false,true,20,37100496000185,VOLTA REDONDA,40030053,27259310,Vila Rica Tiradentes,Av. Santa Edwirges,159,-22.545362,-44.069731,09:00:00 - 10:00:00,,,,,,
A & B Eventos,RESTAURANT,Comida Brasileira,1.73,0.0,0,true,true,false,true,20,32208847000152,VOLTA REDONDA,40032665,27281346,Bom Jesus,Avenida Waldir Sobreira Pires,299,-22.496011,-44.108134,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,18:00:00 - 22:00:00,18:00:00 - 22:00:00,11:00:00 - 14:00:00,18:00:00 - 22:00:00
Locomotive Gourmet,RESTAURANT,Lanches,3.07,0.0,0,false,true,false,false,0,31459625000140,Volta Redonda,999405573,27215110,Jardim Paraíba,Rua 552,47,-22.508935,-44.096592,18:00:00 - 23:59:00,,,,,,
Gueri Gueri,RESTAURANT,Comida Brasileira,7.18,0.0,0,false,true,false,false,10,23838333000190,VOLTA REDONDA,981003616,27220070,Caieira,Rua Herbert Moisés,67,-22.480435,-44.057853,09:00:00 - 21:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,15:30:00 - 21:45:00
Très Faim,RESTAURANT,Comida Brasileira,7.11,0.0,0,true,true,false,true,20,19001153000181,VOLTA REDONDA,40030053,27258010,Jardim Vila Rica - Tiradentes,Avenida Um,167,-22.537226,-44.068901,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,,14:00:00 - 20:00:00,14:00:00 - 20:00:00,
Point Gourmet,RESTAURANT,Lanches,1.92,0.0,0,false,true,false,false,0,35031240000138,VOLTA REDONDA,999756544,27279095,Vale Verde,Rua Chico Mendes,134,-22.485263,-44.113503,09:00:00 - 10:00:00,,,,,,
Dom,RESTAURANT,Mineira,6.57,0.0,0,true,true,false,true,20,36683997000179,VOLTA REDONDA,40030053,27257265,Casa De Pedra,Rua Setecentos E Cinqüenta,162,-22.538778,-44.077029,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,
Restaurante E Lanchonete Da Tia Cida,RESTAURANT,Comida Brasileira,0.81,0.0,0,true,true,false,true,20,27408168000197,VOLTA REDONDA,40030053,27275020,Retiro,Rua Paulo Vi,3097,-22.502465,-44.117497,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,,
Fernanda Souza Gastronomia E Pâtisserie,RESTAURANT,Comida Brasileira,2.73,0.0,0,true,true,false,true,20,25359186000109,VOLTA REDONDA,40032665,27283590,Jardim Primavera,Rua Olegário Ponciano Werner,23,-22.497663,-44.09812,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,18:00:00 - 23:00:00,19:00:00 - 23:30:00,11:00:00 - 15:00:00
Leandro Burguer,RESTAURANT,Lanches,3.03,0.0,0,true,true,false,true,20,36790599000151,VOLTA REDONDA,40032665,27263000,Eucaliptal,Rua Santos Dumont,115,-22.52621,-44.11955,,,,,,,19:00:00 - 23:00:00
Buteco Do Pv,RESTAURANT,Comida Variada,3.73,0.0,0,true,true,false,true,20,31916899000110,VOLTA REDONDA,40032665,27253360,Centro,Rua São João,213,-22.514394,-44.092185,09:00:00 - 23:59:00,00:00:00 - 00:30:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Delicias Da Lídia,RESTAURANT,Lanches,5.17,0.0,0,false,true,false,false,0,21125821000124,VOLTA REDONDA,992218567,27288050,Santa Cruz,Rua Agmar Lópes Correa,300,-22.462489,-44.093575,,,,,,,19:00:00 - 22:00:00
Maracanã Pizzaria,RESTAURANT,Pizza,3.78,5.0,3,false,true,false,false,10,37336069000109,VOLTA REDONDA,40032665,27253230,São João,"Rua Antônio Ourique, 84, São João",0,-22.514204,-44.091552,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Fred's,RESTAURANT,Lanches,7.62,0.0,0,false,true,false,false,8,37363077000136,VOLTA REDONDA,992013363,27286440,São Luís,Avenida Francisco Chrisostomos Torres,230,-22.470098,-44.057552,,,,,,18:15:00 - 20:15:00,
Project Burger,RESTAURANT,Lanches,2.91,0.0,0,false,true,false,false,0,31226161000121,VOLTA REDONDA,992817126,27255430,Vila Santa Cecília,Avenida Lions Club Rua 41c,1135,-22.514993,-44.101907,,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Samy Salgados,RESTAURANT,Salgados,1.08,0.0,0,false,true,false,false,10,36012233000151,VOLTA REDONDA,988587849,27275340,Jardim Cidade Do Aço,Rua Guarani,191,-22.50327,-44.115075,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:30:00,
Edu&fabi Burger,RESTAURANT,Lanches,1.59,3.8,5,false,true,false,false,2,37401206000133,VOLTA REDONDA,992935388,27279260,Mariana Torres,Rua A,153,-22.488753,-44.114037,18:30:00 - 23:30:00,18:30:00 - 23:30:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Pizzaria Da Grazi,RESTAURANT,Pizza,5.69,0.0,0,false,true,false,false,10,35035729000188,VOLTA REDONDA,40032665,27214010,Santo Agostinho,Rua Alvorada,71,-22.493531,-44.069643,,,,,,,19:00:00 - 20:00:00
Bistrô 33,RESTAURANT,Comida Brasileira,3.06,0.0,0,false,true,false,false,0,30634829000107,VOLTA REDONDA,33472120,27260010,Vila Santa Cecília,Rua Trinta E Três,65,-22.51909,-44.10385,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,11:00:00 - 15:00:00
Joel Gordo Lanches,RESTAURANT,Lanches,2.73,0.0,0,true,true,false,true,20,22088577000130,VOLTA REDONDA,Sem Número,27263505,Conforto,209,30,-22.522597,-44.116146,,,,,,,
Maná Lanchonete,RESTAURANT,Hambúrguer,4.58,0.0,0,true,true,false,true,20,36027414000151,VOLTA REDONDA,40032665,27211440,Santo Agostinho,Rua Nova York,17,-22.485852,-44.082451,,16:00:00 - 22:45:00,16:00:00 - 22:45:00,16:00:00 - 22:45:00,16:00:00 - 22:45:00,16:00:00 - 22:45:00,16:00:00 - 22:45:00
Atelie Dos Doces,RESTAURANT,Doces & Bolos,4.64,5.0,3,true,true,false,true,10,37439764000198,BARRA MANSA,40032665,27333290,Mangueira,Rua Jacy Domingueti,56,-22.541123,-44.125062,,,,,,10:45:00 - 18:00:00,
Sabor De Casa,RESTAURANT,Comida Brasileira,5.41,0.0,0,false,true,false,false,10,37472315000141,VOLTA REDONDA,998117748,27214215,Morro Da Conquista,Rua Mutirão,386,-22.494635,-44.072269,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:30:00
Doce Yess,RESTAURANT,Comida Brasileira,3.63,0.0,0,true,true,false,true,20,34414222000172,VOLTA REDONDA,40032665,27213310,Aterrado,Avenida Sete De Setembro,401,-22.504762,-44.08983,,,,,,11:00:00 - 18:00:00,
Nadri Bolos,RESTAURANT,Doces & Bolos,1.42,0.0,0,true,true,false,true,20,37403125000172,VOLTA REDONDA,40032665,27275230,Retiro,Avenida Nove De Julho,74,-22.502651,-44.11131,,,,,,,
Doçuras E Salgados Da Bebel,RESTAURANT,Doces & Bolos,4.56,0.0,0,true,true,false,true,20,37275012000139,VOLTA REDONDA,999845024,27256712,Sessenta,Rua Sessenta,1629,-22.527016,-44.091917,,,,,12:15:00 - 21:30:00,13:00:00 - 21:30:00,12:00:00 - 16:30:00
Doces Da Milla,RESTAURANT,Comida Brasileira,1.4,0.0,0,true,true,false,true,20,30966982000131,VOLTA REDONDA,33388347,27275250,Retiro,Avenida Comércio,140,-22.501589,-44.111181,20:00:00 - 23:59:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,10:00:00 - 23:59:00,11:00:00 - 15:00:00
Pai E Filha,RESTAURANT,Pizza,5.34,0.0,0,false,true,false,false,20,37392795000130,VOLTA REDONDA,988632025,27211600,Volta Grande,Av Mil E Cinquenta,3,-22.485694,-44.074766,19:15:00 - 22:45:00,19:00:00 - 23:30:00,19:00:00 - 23:15:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Home,RESTAURANT,Comida Brasileira,0.85,0.0,0,true,true,false,true,20,37484568000135,VOLTA REDONDA,40032665,27275040,Retiro,Avenida Antônio De Almeida,509,-22.500407,-44.116401,,,,,,,
Rogério Lanches,RESTAURANT,Lanches,0.42,5.0,1,true,true,false,true,20,37213474000121,VOLTA REDONDA,999349376,27275040,Retiro,Avenida Antônio De Almeida,928,-22.500189,-44.120632,20:00:00 - 23:59:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,
Creamary Açaíteria,RESTAURANT,Sorvetes,2.31,0.0,0,true,true,false,true,20,35779722000170,VOLTA REDONDA,999781629,27281680,Vila Mury,Rua José Alves Pereira,72,-22.499128,-44.102117,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00
Kopenhagen Chocolates Volta Redonda,RESTAURANT,Doces & Bolos,2.68,0.0,0,true,true,false,true,0,35991368000143,VOLTA REDONDA,999174423,27260315,Santa Cecília,Rua Doze,300,-22.516675,-44.106445,,,,,,,
Yakosoba Delivery Da Família!!!,RESTAURANT,Comida Saudável,6.97,0.0,0,false,true,false,false,0,18617302000179,VOLTA REDONDA,988059497,27286440,São Luís,Avenida Francisco Chrisostomos Torres,231,-22.473656,-44.062695,,,,,,17:00:00 - 22:00:00,11:00:00 - 15:00:00
Reza A Lenda,RESTAURANT,Comida Brasileira,3.04,0.0,0,false,true,false,false,0,34538832000188,VOLTA REDONDA,981186768,27261245,Vila Santa Cecília,Rua Quarenta E Um-a,10,-22.518338,-44.103387,,,,18:00:00 - 22:00:00,18:00:00 - 22:00:00,18:00:00 - 22:00:00,11:00:00 - 15:00:00
Massas Premium,RESTAURANT,Marmita,3.72,0.0,0,true,true,false,true,20,11030770000101,VOLTA REDONDA,40032665,27255430,Vila Santa Cecília,Avenida Lions Club,1121,-22.522834,-44.098841,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,
Mammoth Açaí,RESTAURANT,Lanches,0.13,0.0,0,false,true,false,false,30,27427241000178,VOLTA REDONDA,992506055,27277330,Retiro,Av António De Almeida,1256,-22.50015,-44.123793,12:00:00 - 21:00:00,12:00:00 - 21:00:00,12:00:00 - 21:00:00,12:00:00 - 21:00:00,12:00:00 - 21:00:00,12:00:00 - 21:00:00,12:00:00 - 21:00:00
Churros Du Chaves,RESTAURANT,Lanches,2.68,0.0,0,true,true,false,true,20,29070755000144,VOLTA REDONDA,40032665,27260315,Vila Santa Cecília,Rua Brás Magaldi Fernandes,193,-22.516752,-44.106563,,,,15:00:00 - 18:00:00,15:00:00 - 18:00:00,,
Happy,RESTAURANT,Salgados,4.53,0.0,0,true,true,false,true,20,37547393000168,VOLTA REDONDA,40032665,27253050,Monte Castelo,Rua Doutor Paulo Monteiro Mendes,690,-22.522884,-44.088695,15:00:00 - 20:00:00,,,,12:00:00 - 22:00:00,12:00:00 - 22:00:00,14:00:00 - 22:00:00
Candylli Produtos Artesanais,RESTAURANT,Cafeteria,5.68,0.0,0,true,true,false,true,20,26078060000110,VOLTA REDONDA,40032665,27257080,Siderópolis,Rua Seiscentos E Cinqüenta E Três,55,-22.537239,-44.087427,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,10:00:00 - 13:00:00
Tão Bão Burguer,RESTAURANT,Lanches,1.49,0.0,0,false,true,false,false,10,37739808000103,VOLTA REDONDA,999077225,27281510,Vila Mury,Avenida Presbiteriana,125,-22.500894,-44.110179,,,18:00:00 - 23:59:00,,,,
Oficina Beer,RESTAURANT,Carnes,3.54,5.0,1,true,true,false,true,20,36602813000107,VOLTA REDONDA,40032665,27283790,Niterói,Rua São Pedro,70,-22.499384,-44.090147,,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:30:00 - 23:45:00,17:45:00 - 23:45:00,
Hot Mania,RESTAURANT,Lanches,3.42,0.0,0,false,true,false,false,9,29207738000106,VOLTA REDONDA,999685347,27285412,Voldac,Avenida Nossa Senhora Do Amparo,782,-22.49285,-44.092029,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,
Hamburgueria To Na Broca,RESTAURANT,Lanches,5.65,0.0,0,false,true,false,false,10,37793884000199,BARRA MANSA,981394925,27325800,Vila Orlandelia,Rua Melvin Jones,62,-22.53695,-44.161644,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:00:00 - 23:30:00,,,18:00:00 - 23:00:00,
Smile Sorvetes E Açaí,RESTAURANT,Açaí,1.13,0.0,0,false,true,false,false,0,35969205000164,Volta Redonda,981166807,27274070,Retiro,Rua Goiás,74,-22.509466,-44.124841,,,,,,,
Toque Doce,RESTAURANT,Doces & Bolos,1.67,0.0,0,false,true,false,false,10,37689770000101,VOLTA REDONDA,998701478,27276450,Açude,Rua Ademir Alves Da Silva,39,-22.505323,-44.139475,,,,,,14:00:00 - 18:00:00,
Casero Cheff,RESTAURANT,Sopas & Caldos,2.03,0.0,0,true,true,false,true,20,12695207000107,VOLTA REDONDA,40032665,27281430,Bom Jesus,Rua Treze De Maio,97,-22.495906,-44.105235,,,,19:00:00 - 22:00:00,19:00:00 - 22:00:00,19:00:00 - 22:00:00,
Dona Formiga,RESTAURANT,Doces & Bolos,2.88,0.0,0,true,true,false,true,20,36855779000174,VOLTA REDONDA,40032665,27262190,Bela Vista,Rua Dezessete-b,290,-22.521742,-44.110522,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00
Menina Doceira,RESTAURANT,Doces & Bolos,1.95,0.0,0,true,true,false,true,20,20970670000148,VOLTA REDONDA,40032665,27274160,Belmonte,Avenida Itajaí,1937,-22.510404,-44.139205,,,,,,,14:00:00 - 15:00:00
Pastel E Tapioca Da Naná,RESTAURANT,Lanches,4.63,0.0,0,true,true,false,true,20,30722222000189,VOLTA REDONDA,40030053,27253510,São Geraldo,Rua Capitão Benedito Lopes Bragança,689,-22.517666,-44.084237,02:00:00 - 23:00:00,02:00:00 - 23:00:00,02:00:00 - 23:00:00,02:00:00 - 23:00:00,02:00:00 - 23:00:00,02:00:00 - 23:00:00,02:00:00 - 23:00:00
Bella Dica Cestas,RESTAURANT,Cafeteria,5.28,0.0,0,true,true,false,true,20,26828184000176,VOLTA REDONDA,40032665,27211690,Volta Grande,Rua Professora Emília Pinheiro Cordeiro,21,-22.485569,-44.075431,15:00:00 - 19:00:00,15:00:00 - 19:00:00,09:15:00 - 12:00:00,15:00:00 - 19:00:00,09:15:00 - 12:00:00,15:00:00 - 19:00:00,
Bolos Da Thaisa,RESTAURANT,Doces & Bolos,1.38,0.0,0,true,true,false,true,20,37843441000165,VOLTA REDONDA,988262759,27281650,Vila Mury,Praça Antônio Leal De Souza,47,-22.502155,-44.111551,,,,,,10:00:00 - 15:00:00,
Léa Bolos,RESTAURANT,Doces & Bolos,1.24,0.0,0,false,true,false,false,7,36215231000160,VOLTA REDONDA,981486879,27278230,Belo Horizonte,Rua Três,401,-22.488561,-44.120894,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00
The Rock Dog,RESTAURANT,Lanches,5.09,0.0,0,true,true,false,true,20,37429991000132,VOLTA REDONDA,992506856,27251223,Jardim Amália,Rua José Braz,27,-22.513606,-44.077619,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,
Vento's Burguer,RESTAURANT,Lanches,3.25,0.0,0,false,true,false,false,0,21344293000102,VOLTA REDONDA,998692489,27273625,Padre Josino,Rua Esperança,741,-22.516998,-44.149798,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,
Jhon's Food Delivery,RESTAURANT,Lanches,3.02,0.0,0,true,true,false,true,20,37919242000193,VOLTA REDONDA,40032665,27265550,Sao Carlos,Rua 212,44,-22.526401,-44.127213,,,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Açaí Gourmet Da Felicidade,RESTAURANT,Sorvetes,1.29,0.0,0,false,true,false,false,5,37903423000121,VOLTA REDONDA,981703560,27278180,Belo Horizonte,Avenida Nostório,227,-22.487787,-44.122375,09:30:00 - 22:45:00,09:30:00 - 22:45:00,09:30:00 - 22:45:00,09:30:00 - 22:45:00,09:30:00 - 22:45:00,09:30:00 - 22:45:00,09:30:00 - 22:45:00
Urubu Rei Sabor Do Paraíso,RESTAURANT,Lanches,2.34,0.0,0,true,true,false,true,20,37588822000145,VOLTA REDONDA,40032665,27273560,Siderlândia,Rua Itaboraí,194,-22.516993,-44.136931,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Tamara Marmitex,RESTAURANT,Comida Brasileira,2.13,0.0,0,false,true,false,false,12,24598357000181,VOLTA REDONDA,33384265,27281520,Vila Mury,Av Mariana Do Carmo Nogueira Reis,821,-22.497837,-44.10393,10:45:00 - 14:30:00,,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,11:15:00 - 14:30:00,
Delícias Da Cota,RESTAURANT,Pizza,2.28,0.0,0,false,true,false,false,7,24908610000156,VOLTA REDONDA,998553503,27281630,Vila Mury,Avenida Das Magnólias,76,-22.498806,-44.1024,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,
Lili Lanches,RESTAURANT,Lanches,1.3,0.0,0,false,true,false,false,0,37989224000188,VOLTA REDONDA,993279119,27279010,Belo Horizonte,R Seis,206,-22.491568,-44.115065,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00
Isabella Rigotti Doces,RESTAURANT,Doces & Bolos,6.98,0.0,0,true,true,false,true,10,35180715000158,VOLTA REDONDA,40032665,27240572,Três Poços,Rua B,110,-22.486684,-44.058111,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 21:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,09:00:00 - 23:59:00,11:00:00 - 15:00:00
Route 66 Burger And Beer,RESTAURANT,Lanches,3.55,0.0,0,false,true,false,false,20,38029915000100,VOLTA REDONDA,999898506,27213260,Aterrado,Av Oscar De Almeida Gama,204,-22.506273,-44.09095,18:30:00 - 23:30:00,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Quentinhas Mana,RESTAURANT,Comida Brasileira,5.92,0.0,0,true,true,false,true,20,26604723000193,VOLTA REDONDA,999024863,27250515,Jardim Amália,Rua Jorge Gonçalves Pereira,415,-22.511236,-44.068517,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:30:00 - 14:00:00,
Rusticaço Burger,RESTAURANT,Lanches,4.35,0.0,0,true,true,false,true,20,38040450000180,VOLTA REDONDA,40032665,27251430,Jardim Amália,Rua Dona Vicentina Goulart,105,-22.512052,-44.084596,,,,,,,
Blackjack Delivery,RESTAURANT,Lanches,5.5,0.0,0,true,true,false,true,20,37692401000160,VOLTA REDONDA,999661726,27214100,Morro Da Conquista,Servidão Castelo,88,-22.491858,-44.071702,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00,18:45:00 - 23:59:00
Amor&brigadeiro,RESTAURANT,Doces & Bolos,5.64,0.0,0,true,true,false,true,20,36623421000116,VOLTA REDONDA,999039239,27214010,Santo Agostinho,Rua Alvorada,5,-22.49366,-44.070153,11:00:00 - 18:30:00,,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,09:30:00 - 18:00:00,
Kiki Gourmet,RESTAURANT,Lanches,2.74,0.0,0,false,true,false,false,12,37232815000106,VOLTA REDONDA,999888990,27263431,Conforto,Rua Nossa Senhora Da Conceição,248,-22.523225,-44.11797,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00
Espetinhos Da Siderlandia,RESTAURANT,Comida Brasileira,2.11,0.0,0,false,true,false,false,0,38066837000106,VOLTA REDONDA,992335057,27273400,Siderlandia,R Vassouras,77,-22.516415,-44.133443,11:00:00 - 15:00:00,18:00:00 - 23:00:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,11:00:00 - 23:45:00,18:00:00 - 23:00:00
Pensão Deise Gourmet,RESTAURANT,Comida Brasileira,4.67,0.0,0,true,true,false,true,20,37372797000168,VOLTA REDONDA,40032665,27211080,Santo Agostinho,Rua José Bento Ribeiro Dantas,250,-22.489892,-44.080318,10:30:00 - 15:30:00,10:30:00 - 15:30:00,10:30:00 - 15:30:00,10:30:00 - 15:30:00,10:30:00 - 15:30:00,10:30:00 - 15:30:00,10:30:00 - 15:30:00
No Quintal Comidinhas Lá De Casa Restaur,RESTAURANT,Comida Brasileira,2.85,0.0,0,false,true,false,false,12,38159670000128,VOLTA REDONDA,998189241,27262470,Rústico,Rua Oitenta,112,-22.522052,-44.111645,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00
Queros Pizzaria,RESTAURANT,Pizza,2.45,0.0,0,false,true,false,false,18,38180175000109,Volta Redonda,33410090,27273280,Siderlândia,Loja,5750,-22.519205,-44.134862,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Pizzaria - Mão Na Massa,RESTAURANT,Pizza,4.52,0.0,0,false,true,false,false,20,38156901000140,VOLTA REDONDA,30271434,27253532,São Geraldo,Rua Sebastião Da Prata,62,-22.51902,-44.08617,,,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Só Delicias,RESTAURANT,Açaí,0.94,0.0,0,true,true,false,true,20,35185549000182,MACAE,40032665,27966850,Lagomar,Avenida Parnaíba,49,-22.502986,-44.132824,,,,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Açaí E Hot Dog Da Isa,RESTAURANT,Açaí,3.97,0.0,0,false,true,false,false,9,38240380000104,BARRA MANSA,999756937,27325640,Vale Do Paraíba,Rua Glicério De Almeida,143,-22.529681,-44.145026,00:00:00 - 01:15:00,20:30:00 - 23:59:00,00:00:00 - 01:00:00,20:30:00 - 23:59:00,20:15:00 - 23:59:00,00:00:00 - 01:00:00,20:15:00 - 23:59:00
Quentinhas Bom Sabor,RESTAURANT,Marmita,3.04,0.0,0,false,true,false,false,0,26109324000156,VOLTA REDONDA,999113399,27215380,Nossa Senhora Das Graças,Rua Quinhentos E Sessenta E Quatro,178,-22.504895,-44.095663,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,
Doces Da Ju,RESTAURANT,Doces & Bolos,4.36,0.0,0,true,true,false,true,20,37353762000181,VOLTA REDONDA,40032665,27285330,Jardim Veneza,Rua Vinte,31,-22.496352,-44.082307,,11:00:00 - 15:00:00,,,,,
